,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff
361,CoRoT-7 c,8.4,,,,0.0,0.046,3,1,,5256.0
362,CoRoT-7 d,17.142,,,,,,3,1,G9 V,5250.0
363,CoRoT-8 b,69.28694,6.38913,,,0.19,0.06339,1,1,,5080.0
364,CoRoT-8 b,69.28694,6.938371,,870.0,,0.0636,1,1,,
365,CoRoT-8 b,69.92,6.39,,,0.0,0.063,1,1,K1 V,5080.0
366,CoRoT-8 b,68.65128,7.980808,,922.0,,0.0633,1,1,,5080.0
367,CoRoT-9 b,266.97,11.77,,,0.11,0.407,1,2,G3 V,5625.0
368,CoRoT-9 b,268.88418,11.948794,,,0.134,0.4029,1,2,,5625.0
369,CoRoT-9 b,,,,,,,1,2,,
370,CoRoT-9 b,262.52758,11.623733,,413.0,,0.4027,1,2,,5625.0
371,CoRoT-9 b,266.9772,11.948794,,420.0,0.133,0.4021,1,2,,5625.0
372,CoRoTID 223977153 b,47.6745,6.38913,132.26,938.0,,0.071,1,1,G0 VI,5970.0
373,CoRoTID 223977153 b,,,,,,,1,1,G0 VI,5970.0
374,DE CVn b,3823.27330161,,,,0.0,5.75,1,2,,
375,DENIS-P J082303.1-491201 b,9057.77,,,,0.345,0.36,1,1,L1.5,
376,DH Tau b,3496.13,30.2643,,2200.0,,,1,1,,4371.0
377,DH Tau b,3496.0,,,,,330.0,1,1,M0.5,
378,DMPP-1 b,24.27,,,877.0,0.083,0.1462,4,1,F8 V,6196.0
379,DMPP-1 c,9.6,,,1239.0,0.057,0.0733,4,1,F8 V,6196.0
380,DMPP-1 d,3.35,,,1632.0,0.07,0.0422,4,1,F8 V,6196.0
381,DMPP-1 e,4.13,,,1314.0,0.07,0.0651,4,1,F8 V,6196.0
382,DMPP-2 b,138.89171,,,1000.0,0.078,0.0664,1,1,F5 V,6500.0
383,DMPP-3 A b,2.58,,,854.0,0.0,0.0662,1,2,,
384,DMPP-3 A b,2.58,,,854.0,0.14,0.0662,1,2,K0 V,5138.0
385,DMPP-4 b,12.2,,,,0.063,0.04853,1,1,F5-F8 V,6400.0
386,DP Leo b,1922.79,,,,0.39,8.19,1,2,,
387,DP Leo b,1995.88832,,,,,8.6,1,2,,
388,DS Tuc A b,,6.17576816,115.8276,836.71,,,1,2,,5414.0
389,DS Tuc A b,413.179,5.63,,,,,1,2,G6 V,5542.0
390,DS Tuc A b,,5.7,,850.0,0.0,,1,2,G6 V,5428.0
391,EPIC 201170410.02,,1.047,,,0.0,0.0349,1,1,,3648.0
392,EPIC 201238110 b,,1.87,,,,,1,1,,
393,EPIC 201238110 b,,2.2,,,,,1,1,,
394,EPIC 201427007 b,,1.5,,,,,1,1,,5633.0
395,EPIC 201497682 b,,0.692,,,,,1,1,,
396,EPIC 201595106 b,,1.40575209,,,,,2,1,,5705.0
397,EPIC 201595106 b,7.67,1.565,2852.0,2038.0,0.0,0.0177,2,1,,5679.0
398,EPIC 201595106 b,,1.3,,,,,2,1,,5820.0
399,EPIC 201595106 b,,1.2,,1874.0,,,2,1,,5711.17
400,EPIC 201615463 c,,1.22,,,,,2,1,,
401,EPIC 201754305 d,,1.03,,,,,3,1,,
402,EPIC 201757695.02,,0.90819,,,0.0,0.0296,1,1,,4520.0
403,EPIC 201833600 c,,1.48,,,,,2,1,,
404,EPIC 201833600 c,,1.0,,,,,2,1,,
405,EPIC 201841433 b,,1.04,,,,0.035,1,1,,5053.0
406,EPIC 201841433 b,,1.1,,,,,1,1,,
407,EPIC 201841433 b,,1.41,,,,,1,1,,
408,EPIC 205950854 c,,1.31,,960.6,,,2,1,,5502.7
409,EPIC 205950854 c,,1.18,,,,,2,1,,
410,EPIC 205950854 c,,1.62,,,,,2,1,,
411,EPIC 206024342 b,,1.7,,,,,3,1,,
412,EPIC 206024342 b,,1.44,,,,,3,1,,
413,EPIC 206024342 c,,1.35,,,,,3,1,,5648.0
414,EPIC 206024342 c,,1.16,,,,,3,1,,
415,EPIC 206024342 c,,1.4,,,,,3,1,,5724.0
416,EPIC 206024342 d,,2.52,,,,,3,1,,
417,EPIC 206024342 d,,2.6,,,,,3,1,,5724.0
418,EPIC 206024342 d,,4.0,,,,,3,1,,6438.0
419,EPIC 206024342 d,,2.94,,,,,3,1,,5648.0
420,EPIC 206032309 b,,1.01,,,,,1,1,,
421,EPIC 206042996 b,,3.32,,,,,2,1,,
422,EPIC 206042996 b,,1.7,,,,,2,1,,4114.0
423,EPIC 206042996 b,,1.62,,,,,2,1,,
424,EPIC 206042996 c,,1.2,,,,,2,1,,4114.0
425,EPIC 206042996 c,,1.45,,,,,2,1,,3893.0
426,EPIC 206215704 b,,2.0,,,,,1,1,,
427,EPIC 206215704 b,,0.9,,,,,1,1,,
428,EPIC 206215704 b,,1.0,,,,,1,1,,3297.0
429,EPIC 206317286 b,,1.22,,,,,2,1,,
430,EPIC 206317286 b,,0.96,,,,,2,1,,
431,EPIC 206317286 c,,2.15,,,,,2,1,,
432,EPIC 206317286 c,,2.094,,,,,2,1,,4752.0
433,EPIC 206317286 c,,2.63,,,,,2,1,,4749.0
434,EPIC 211822797 b,,,,,,,1,1,,3811.0
435,EPIC 211822797 b,,2.18,,,,,1,1,,
436,EPIC 211822797 b,,2.2,,,0.18,,1,1,,3880.0
437,EPIC 211822797 b,,1.98,3.5,,0.06,0.131,1,1,,4148.21
438,EPIC 211822797 b,,,,,,,1,1,,3811.0
439,EPIC 211822797 b,,1.92,,431.0,,0.1195,1,1,,4057.0
440,EPIC 211945201 b,,,,,,,1,1,G0,6025.0
441,EPIC 211945201 b,,5.76,,817.0,,0.1493,1,1,,6069.0
442,EPIC 211945201 b,,6.0,,,,,1,1,,
443,EPIC 211945201 b,,6.8,,,,,1,1,,6320.0
444,EPIC 211945201 b,,,,,,,1,1,,6128.0
445,EPIC 211945201 b,,5.96,,,,,1,1,,
446,EPIC 211945201 b,27.0,6.12,,886.35,0.0,0.148,1,1,G0,6025.0
447,EPIC 211945201 b,,5.84689735,,,,,1,1,,6046.0
448,EPIC 211945201 b,,5.50689,31.9085,662.0,,,1,1,,6128.0
449,EPIC 211945201 b,,,,,,,1,1,,6128.0
450,EPIC 212297394 b,,1.323,,,,,2,1,,
451,EPIC 212297394 b,,1.83,,,,,2,1,,
452,EPIC 212297394 b,,1.48,,1149.0,,,2,1,,5171.0
453,EPIC 212297394 c,,2.29,,,,,2,1,,
454,EPIC 212297394 c,,,,,,,2,1,,5008.0
455,EPIC 212297394 c,,2.27,,866.0,,,2,1,,5171.0
456,EPIC 212424622 b,,2.17,,,,,1,1,,
457,EPIC 212424622 b,,2.21,,,,,1,1,,
458,EPIC 212499991 b,,1.6,,,,,1,1,,
459,EPIC 212587672 b,,1.12,,,,,2,1,,
460,EPIC 212587672 b,,1.26,,756.0,,,2,1,,6004.0
461,EPIC 212587672 b,,1.39,,,,,2,1,,
462,EPIC 212587672 c,,,,,,,2,1,,6055.0
463,EPIC 212587672 c,,2.32,,658.0,,,2,1,,6004.0
464,EPIC 212587672 c,,,,,,,2,1,,6055.0
465,EPIC 212587672 c,,2.3,,,,,2,1,,
466,EPIC 212587672 c,,2.31,,,,,2,1,,
467,EPIC 212587672 c,,2.24459533,,,,,2,1,,5928.0
468,EPIC 212624936 b,,1.2,,,,,2,1,,5765.0
469,EPIC 212624936 c,,2.3,,,,,2,1,,5765.0
470,EPIC 212624936 c,,2.67,,,,,2,1,,
471,EPIC 212737443 b,,,,,,,2,1,,4581.0
472,EPIC 212737443 b,,2.586,,536.0,0.2,0.098,2,1,K3,4684.0
473,EPIC 212737443 b,,,,,,,2,1,,4581.0
474,EPIC 212737443 c,,2.69,,316.0,0.2,0.28,2,1,K3,4684.0
475,EPIC 220492298 b,,0.99,,,,,1,1,,5620.0
476,EPIC 220554210 c,,1.6,,,,,2,1,,5499.0
477,EPIC 220554210 c,,1.73,,,,,2,1,,
478,EPIC 220554210 c,,1.48,,,,,2,1,,
479,EPIC 220674823 b,,1.6,,,,,2,1,,5613.0
480,EPIC 220674823 b,7.8,1.676,4656.0,2299.0,0.0,0.01314,2,1,,5578.0
481,EPIC 220674823 b,8.21,1.725,4670.0,2300.0,0.0,0.01326,2,1,,5532.0
482,EPIC 220674823 b,,1.46,,,0.0,,2,1,G5,5590.0
483,EPIC 220674823 b,,1.8,,,,,2,1,,
484,EPIC 220674823 b,8.36,1.52,,2333.0,0.0,0.0116,2,1,G5 V,5470.0
485,EPIC 220674823 b,7.72,1.712,,,,,2,1,,5496.0
486,EPIC 220674823 b,,1.66855539,,,,,2,1,,5590.0
487,EPIC 220674823 b,9.0,1.82,4293.0,2063.0,,0.01312,2,1,,5496.0
488,EPIC 220674823 b,,1.816,,,,,2,1,,
489,EPIC 220674823 b,,1.82,,2119.0,,0.0134,2,1,,5617.0
490,EPIC 220674823 c,5.7,2.77,64.0,722.0,,0.1071,2,1,,5496.0
491,EPIC 220674823 c,,3.79,,,,,2,1,,
492,EPIC 220674823 c,8.9,2.836,70.0,805.0,0.13,0.1083,2,1,,5532.0
493,EPIC 220674823 c,,2.70490157,,,,,2,1,,5590.0
494,EPIC 220674823 c,,2.73,,741.0,,0.1091,2,1,,5617.0
495,EPIC 220674823 c,,2.2,,,,,2,1,,5613.0
496,EPIC 220674823 c,,2.53,,,0.0,,2,1,G5,5590.0
497,EPIC 220674823 c,5.8,2.5,,774.0,0.18,0.105,2,1,G5 V,5470.0
498,EPIC 220674823 c,7.32,2.84,70.0,804.0,0.17,0.1073,2,1,,5578.0
499,EPIC 220674823 c,,2.8,,,,,2,1,,
500,EPIC 228836835 b,,1.27,,932.0,,,1,1,,3506.0
501,EPIC 228836835 b,,1.1,,,,,1,1,,3782.0
502,EPIC 229004835 b,,2.05969274,,,,,1,1,,5870.0
503,EPIC 229004835 b,,2.02,,739.0,,,1,1,,5886.0
504,EPIC 229004835 b,10.4,2.332,69.7,804.0,0.23,0.1237,1,1,,5868.0
505,EPIC 246851721 b,,13.70374653,923.6302,1406.03,,,1,2,,6513.0
506,EPIC 246851721 b,,,,,,,1,2,F5 V,6202.0
507,EPIC 246851721 b,953.49,11.780659,642.0,1401.0,,0.07229,1,2,F5 V,6202.0
508,EPIC 248847494 b,4131.79,12.44199,0.19,183.0,0.0,4.5,1,1,,4898.0
509,EPIC 249893012 b,8.75,1.95,1037.0,1616.0,0.06,0.047,3,1,G8 IV/V,5430.0
510,EPIC 249893012 c,14.67,3.67,160.0,990.0,0.07,0.13,3,1,G8 IV/V,5430.0
511,EPIC 249893012 d,10.18,3.94,53.0,752.0,0.15,0.22,3,1,G8 IV/V,5430.0
512,FU Tau b,5085.28,,,2375.0,,800.0,1,1,M7.25,2838.0
513,FU Tau b,6038.739733,,,2559.0,,726.0,1,1,,
514,G 192-15 b,1.03,,7.06,453.6,0.0,0.01723,2,1,M5.0 V,
515,G 192-15 c,14.3,,0.0016,55.9,0.676,1.137,2,1,M5.0 V,
516,G 196-3 b,8263.538582,,,1670.0,,350.0,1,1,,
517,G 261-6 b,1.37,,1.8,322.3,0.0,0.02971,1,1,M5.5 V,
518,G 264-012 b,2.5,,20.5,587.0,,0.02279,2,1,M4.0 V,3326.0
519,G 264-012 c,3.75,,3.87,387.0,,0.0525,2,1,M4.0 V,3326.0
520,G 268-110 b,1.52,,13.57,534.0,0.0,0.01283,1,1,M5.0 V,
521,G 9-40 b,,,,,,,1,1,,3390.0
522,G 9-40 b,,2.06081,3.9983,393.0,,,1,1,,3413.0
523,G 9-40 b,,,,,,,1,1,M2.5 V,3348.0
524,G 9-40 b,4.0,1.9,6.27,440.6,0.0,0.0418,1,1,,3395.0
525,G 9-40 b,11.7,2.025,7.2,456.0,0.0,0.0385,1,1,M2.5 V,3348.0
526,GJ 1002 b,1.08,,0.67,230.9,,0.0457,2,1,M5.5 V,3024.0
527,GJ 1002 c,1.36,,0.257,181.7,,0.0738,2,1,M5.5 V,3024.0
528,GJ 1061 b,1.37,,3.8,,0.31,0.021,3,1,M5.5 V,2953.0
529,GJ 1061 c,1.74,,1.4,,0.29,0.035,3,1,M5.5 V,2953.0
530,GJ 1061 d,1.64,,0.6,,0.53,0.054,3,1,M5.5 V,2953.0
531,GJ 1132 b,1.62,1.16,,409.0,0.0,,2,1,M4.5 V,3270.0
532,GJ 1132 b,1.58,,,,,,2,1,,
533,GJ 1132 b,,,,,,,2,1,M4.5 V,3270.0
534,GJ 1132 b,1.83704819,1.19151465,19.3,583.8,0.0118,0.0157,2,1,,3229.0
535,GJ 1132 b,,1.21456642,20.9593,545.71,,,2,1,,3202.0
536,GJ 1132 b,1.66,1.13,,529.0,0.22,0.0153,2,1,,3270.0
537,GJ 1132 b,1.63,1.43,,644.0,,0.01533,2,1,,
538,GJ 1132 c,2.64,,,300.0,0.27,0.0476,2,1,,3270.0
539,GJ 1148 b,94.7094,,,,0.314,0.163506,2,1,,3287.0
540,GJ 1148 b,107.74382997,,,,0.366,0.1686,2,1,,3357.57
541,GJ 1148 b,96.7,,,,0.38,0.166,2,1,,3287.0
542,GJ 1148 c,82.63538582,,,,0.27,0.9302,2,1,,3357.57
543,GJ 1148 c,68.06,,,,0.342,0.912,2,1,,3287.0
544,GJ 1151 c,10.62,,,,,0.5714,1,1,M 4.5V,3280.0
545,GJ 1214 b,8.17,2.742,21.0,596.0,0.063,0.0149,1,1,M4 V,3250.0
546,GJ 1214 b,,,,,,,1,1,,3026.0
547,GJ 1214 b,,,,,,,1,1,,3026.0
548,GJ 1214 b,8.41,2.733,17.2,567.0,0.0062,0.01505,1,1,,3101.0
549,GJ 1214 b,,,,,,,1,1,,3026.0
550,GJ 1214 b,,2.61,,,,,1,1,,
551,GJ 1214 b,,,,604.0,,,1,1,,3250.0
552,GJ 1214 b,6.261251,2.847086,,,,0.01411,1,1,,3026.0
553,GJ 1214 b,,,,,,,1,1,,3074.0
554,GJ 1214 b,,,,,,,1,1,,3000.0
555,GJ 1214 b,,,,,0.0,,1,1,,3074.0
556,GJ 1214 b,,,,,,,1,1,,3026.0
557,GJ 1214 b,,,,,,,1,1,,3026.0
558,GJ 1214 b,,,,,0.0,,1,1,,3074.0
559,GJ 1214 b,6.43,2.27,,,,,1,1,,
560,GJ 1214 b,6.45,2.65,,,,,1,1,,3170.0
561,GJ 1214 b,6.37,2.74,,547.0,,,1,1,,2949.0
562,GJ 1214 b,,2.64,,,,,1,1,,
563,GJ 1214 b,,,,,0.0,,1,1,,
564,GJ 1214 b,6.55,2.678,,555.0,0.14,,1,1,,3026.0
565,GJ 1252 b,2.09,1.193,,1089.0,0.0,0.00916,1,1,M3,3458.0
566,GJ 1252 b,,,,,,,1,1,M3,3458.0
567,GJ 1252 b,,,,,,,1,1,M3,3458.0
568,GJ 1252 b,1.32,1.18,233.0,,,0.00915,1,1,,3458.0
569,GJ 1252 b,1.32,1.193,,,0.0,,1,1,M3,3458.0
570,GJ 1252 b,,1.34851206,255.1406,1019.33,,,1,1,,3325.0
571,GJ 1265 b,7.4,,,,0.04,0.026,1,1,M4.5 V,3236.0
572,GJ 1289 b,6.27,,,150.0,0.0,0.27,1,1,M4.5 Ve,3296.0
573,GJ 143 b,30.63,,,,0.325,0.1932,2,1,,
574,GJ 143 b,,3.12194,10.8612,505.0,,,2,1,,4628.53
575,GJ 143 b,22.7,2.61,,422.0,0.188,0.1915,2,1,K4.5,4640.0
576,GJ 15 A b,5.35,,,550.0,0.0,0.0717,2,2,M2 V,3567.0
577,GJ 15 A b,5.43486576,,,,0.075,0.0732,2,2,,3742.67
578,GJ 15 A b,3.03,,,,0.094,0.072,2,2,M1,3607.0
579,GJ 15 A c,36.0,,,,0.27,5.4,2,2,M1,3607.0
580,GJ 160.2 b,10.2,,,,0.06,0.053,1,1,M0 V,4347.0
581,GJ 163 b,10.6,,,,0.073,0.0607,3,1,,
582,GJ 163 c,6.8,,,,0.099,0.1254,3,1,,
583,GJ 163 d,29.4,,,,0.373,1.0304,3,1,,
584,GJ 179 b,301.93698665,,,,0.179,2.424,1,1,M2 V,3370.0
585,GJ 179 b,239.00696206,,,,0.169,2.523,1,1,,3411.78
586,GJ 179 b,260.61,,,,0.21,2.41,1,1,M3.5 V,3370.0
587,GJ 180 b,8.3,,,,0.11,0.103,3,1,M2 V,3371.0
588,GJ 180 b,6.49,,,,0.07,0.092,3,1,,
589,GJ 180 c,6.4,,,,0.09,0.129,3,1,M2 V,3371.0
590,GJ 180 d,7.56,,,,0.14,0.309,3,1,,
591,GJ 2030 b,4.76742611,,,,0.239,0.034,2,1,,
592,GJ 2030 c,4069.15709482,,,,0.041,16.761,2,1,,
593,GJ 2056 b,16.2,,,,0.72,0.283,1,1,,
594,GJ 2126 b,413.1769291,,,,0.85,0.71,1,1,M0 V,4159.0
595,GJ 229 A c,7.268,,,,0.19,0.339,2,3,,
596,GJ 229 A c,8.58136699,,,,0.366,0.384,2,3,,
597,GJ 229 b,14.93793513,,,,0.404,1.086,2,3,,
598,GJ 229 b,32.0,,,,0.1,0.97,2,3,M1/M2 V,3564.0
599,GJ 229 b,8.478,,,,0.1,0.898,2,3,,
600,GJ 238 b,,0.591815,107.262,896.0,,,1,1,,3445.0
601,GJ 238 b,,0.566,,758.0,,0.02123,1,1,M2.5 V,3485.0
602,GJ 251 b,4.0,,2.53,351.0,0.1,0.0818,1,1,M3.0 V,3451.0
603,GJ 27.1 b,13.0,,,,0.08,0.101,1,1,M0.5 V,3542.0
604,GJ 273 b,2.89,,1.06,,0.1,0.091101,2,1,M3.5,3382.0
605,GJ 273 c,1.18,,6.66,,0.17,0.036467,2,1,M3.5,3382.0
606,GJ 3021 b,1071.04,,,350.0,0.511,0.49,1,2,G6 V,5540.0
607,GJ 3082 b,8.2,,,,0.22,0.079,1,1,,
608,GJ 3090 b,,2.02068,23.0419,610.0,,,1,1,,3703.0
609,GJ 3090 b,3.34,2.13,,693.0,0.32,0.03165,1,1,M2 V,3556.0
610,GJ 3138 b,1.78,,118.1,,0.19,0.0197,3,1,M0,3717.0
611,GJ 3138 c,4.18,,13.9,,0.11,0.057,3,1,M0,3717.0
612,GJ 3138 d,10.5,,0.1,,0.32,0.698,3,1,M0,3717.0
613,GJ 317 b,794.5,,,,0.11,1.15,2,1,M2.5 V,3510.0
614,GJ 317 b,557.1,,,,0.07,1.151,2,1,,
615,GJ 317 b,588.93603817,,,,0.098,1.18,2,1,,3492.73
616,GJ 317 b,381.4,,,,0.193,0.95,2,1,M3.5 V,
617,GJ 317 c,522.5,,,,0.17,5.23,2,1,,
618,GJ 317 c,531.72692491,,,,0.25,5.78,2,1,,3492.73
619,GJ 317 c,635.66,,,,0.81,25.0,2,1,M2.5 V,3510.0
620,GJ 317 c,489.4582,,,,0.308,,2,1,,
621,GJ 3222 b,11.44182265,,,,0.929,0.091,1,2,,
622,GJ 328 b,731.0,,,,0.37,4.5,2,1,M1,3900.0
623,GJ 328 b,797.74930157,,,,0.227,4.11,2,1,M0.0,3897.0
624,GJ 328 c,21.4,,,,,0.657,2,1,M0.0,3897.0
625,GJ 3293 b,25.72,,,,0.07,0.1434,4,1,M2.5,3466.0
626,GJ 3293 b,23.54,,1.07,,0.06,0.14339,4,1,M2.5,3466.0
627,GJ 3293 c,21.09,,0.17,,0.11,0.36175,4,1,M2.5,3466.0
628,GJ 3293 c,25.72,,,,0.33,0.364,4,1,M2.5,3466.0
629,GJ 3293 d,7.6,,0.59,,0.12,0.19394,4,1,M2.5,3466.0
630,GJ 3293 e,3.28,,3.34,,0.21,0.08208,4,1,M2.5,3466.0
631,GJ 3323 b,2.02,,2.58,,0.23,0.03282,2,1,M4,3159.0
632,GJ 3323 c,2.31,,0.17,,0.17,0.1264,2,1,M4,3159.0
633,GJ 3341 b,6.6,,,,0.31,0.089,1,1,M2.5,3526.0
634,GJ 338 B b,10.6,,,,0.109,0.142,1,2,M0 V,4014.0
635,GJ 338 B b,10.27,,,391.0,0.11,0.141,1,2,M0.0 V,4005.0
636,GJ 341 b,,0.867887,26.1371,629.0,,,1,1,,3766.0
637,GJ 341 b,4.0,0.88,13.8,,0.0,,1,1,M1,3770.0
638,GJ 3470 b,,,,,,,1,1,,3552.0
639,GJ 3470 b,,,,,,,1,1,,3552.0
640,GJ 3470 b,14.0,4.2,,615.0,0.051,0.0348,1,1,M1.5,3600.0
641,GJ 3470 b,14.1,4.32,,,,0.03596,1,1,,
642,GJ 3470 b,,4.13050781,29.6584,595.19,,,1,1,,3552.0
643,GJ 3470 b,,,,,0.017,,1,1,M1.5,3600.0
644,GJ 3470 b,13.9,4.57,,593.5,,0.0355,1,1,,3600.0
645,GJ 3470 b,13.9,4.83,,,,0.03557,1,1,,3600.0
646,GJ 3470 b,,,,,,,1,1,,3552.0
647,GJ 3470 b,13.73,3.88,,604.0,0.017,0.031,1,1,,3652.0
648,GJ 3470 b,12.58,3.88,,615.0,0.114,,1,1,M1.5,3652.0
649,GJ 3473 b,,1.21073388,58.2602,704.63,,,2,2,,3332.0
650,GJ 3473 b,1.86,1.264,59.4,773.0,0.0,0.01589,2,2,,3347.0
651,GJ 3473 c,7.41,,1.95,329.1,0.0,0.0876,2,2,,3347.0
652,GJ 3512 b,147.15529,,,,0.4356,0.338,2,1,M5.5 V,3081.0
653,GJ 3512 b,146.20106722,,,,0.44,0.337,2,1,M5.5 V,3081.0
654,GJ 3512 c,63.5656814,,,,0.0183,1.292,2,1,M5.5 V,3081.0
655,GJ 357 b,1.84,1.217,12.6,525.0,,0.035,3,1,M2.5 V,3505.0
656,GJ 357 b,,,,,,,3,1,M2.5 V,3505.0
657,GJ 357 b,,1.2,,518.0,,0.036,3,1,M2.5 V,3505.0
658,GJ 357 b,,1.26995,16.4901,561.0,,,3,1,,3505.0
659,GJ 357 c,3.4,,4.45,401.2,,0.061,3,1,M2.5 V,3505.0
660,GJ 357 d,6.1,,0.38,219.6,,0.204,3,1,M2.5 V,3505.0
661,GJ 3634 b,8.4,,,,0.08,0.0287,1,1,M2.5,
662,GJ 367 b,0.633,0.699,579.0,1365.0,0.06,0.00709,3,1,M1.0 V,3522.0
663,GJ 367 b,0.546,0.718,,1745.0,0.0,0.0071,3,1,M1.0 V,3522.0
664,GJ 367 b,,2.66076,469.443,1296.0,,,3,1,,3518.0
665,GJ 367 c,4.13,,,,0.09,,3,1,M1.0 V,3522.0
666,GJ 367 d,6.03,,,,0.14,,3,1,M1.0 V,3522.0
667,GJ 3779 b,8.0,,,,0.07,0.026,1,1,M4.0 V,3324.0
668,GJ 3929 b,,1.09728674,19.106,533.23,,,2,1,,3352.0
669,GJ 3929 b,1.21,1.15,17.5,568.8,,0.02569,2,1,M3.5 V,3369.0
670,GJ 3929 b,1.75,1.09,17.3,568.0,0.0,0.0252,2,1,,3384.0
671,GJ 3929 c,5.71,,1.68,317.0,0.0,0.081,2,1,,3384.0
672,GJ 393 b,1.71,,9.21,485.0,,0.05402,1,1,M2.0 V,3579.0
673,GJ 3942 b,7.14,,,590.0,0.121,0.0608,1,1,M0,3867.0
674,GJ 3988 b,3.69,,2.45,348.0,0.0,0.0405,1,1,M4.5 V,3273.0
675,GJ 3998 b,2.47,,,,0.0,0.029,3,1,M1,3722.0
676,GJ 3998 b,2.5,,48.0,,0.0,0.03,3,1,,3726.0
677,GJ 3998 c,6.26,,,,0.049,0.089,3,1,M1,3722.0
678,GJ 3998 c,6.82,,5.4,,0.0,0.09,3,1,,3726.0
679,GJ 3998 d,6.07,,1.2,,0.0,0.189,3,1,,3726.0
680,GJ 411 b,2.99,,,349.83,0.22,0.0785,2,1,M1.9,3563.0
681,GJ 411 b,2.69,,3.13,370.1,0.12,0.0789,2,1,M1.5 V,3601.0
682,GJ 411 b,2.80324655,,,,0.095,0.07892,2,1,,3719.95
683,GJ 411 b,2.69,,,,0.063,0.07879,2,1,,3719.0
684,GJ 414 A b,7.6,2.63,,308.6,0.45,0.2324,2,2,K7 V,4120.0
685,GJ 414 A b,10.23407471,,,,0.28,0.2403,2,2,,4205.93
686,GJ 414 A c,53.83,8.4,,124.7,0.105,1.4,2,2,K7 V,4120.0
687,GJ 414 A c,58.48042689,,,,0.185,1.424,2,2,,4205.93
688,GJ 422 b,11.07,,,,0.11,0.111,1,1,,
689,GJ 422 b,9.9,,,,0.05,0.119,1,1,M3.5 V,3323.0
690,GJ 4276 b,16.57,,,,0.37,0.082,1,1,M4.0,3387.0
691,GJ 433 b,5.3,,,,0.05,0.06,3,1,M1.5 V,3472.0
692,GJ 433 b,6.043,,,,0.04,0.062,3,1,,
693,GJ 433 b,5.79,,,,0.08,0.058,3,1,M1.5,3600.0
694,GJ 433 b,6.3566,,,,0.08,0.06,3,1,,3461.0
695,GJ 433 c,32.422,,,,0.12,4.819,3,1,,
696,GJ 433 c,45.0,,,,0.08,3.6,3,1,M1.5 V,3472.0
697,GJ 433 d,5.223,,,,0.07,0.178,3,1,,
698,GJ 436 b,21.294,,,,0.12,0.0278,1,1,M2.5 V,
699,GJ 436 b,22.6603,,,,0.16,0.0285,1,1,,3350.0
700,GJ 436 b,23.201,4.26,,650.0,0.2,0.029,1,1,M2.5 V,
701,GJ 436 b,23.138024,4.1910451,,686.0,0.15,0.03109,1,1,,3350.0
702,GJ 436 b,,,,,,,1,1,,3456.0
703,GJ 436 b,,4.04,,,,,1,1,,3500.0
704,GJ 436 b,21.676006,,,,0.1495,,1,1,,
705,GJ 436 b,21.36,,,,0.152,0.028,1,1,,3456.0
706,GJ 436 b,,,,,,,1,1,,3500.0
707,GJ 436 b,,,,,0.1634,,1,1,,
708,GJ 436 b,21.23093759,,,,0.145,0.02849,1,1,,3586.11
709,GJ 436 b,21.6751,,,,0.145,0.0278,1,1,,3456.0
710,GJ 436 b,22.1,4.17,,,0.13827,0.0291,1,1,,
711,GJ 436 b,23.424071,4.091285,,669.0,,0.02887,1,1,,3500.0
712,GJ 436 b,23.1688,4.2224,,649.0,,0.02872,1,1,,3350.0
713,GJ 436 b,23.1,4.2,,,,0.02872,1,1,,
714,GJ 436 b,21.3891,,,,0.207,0.0278,1,1,,3456.0
715,GJ 436 b,25.4,4.1,,,0.1616,0.0308,1,1,,3416.0
716,GJ 436 b,,3.96,,,,0.0287,1,1,,3585.0
717,GJ 436 b,25.4,,,,0.1616,,1,1,,3479.0
718,GJ 436 b,,,,,,,1,1,,3350.0
719,GJ 436 b,,,,,,,1,1,,3350.0
720,GJ 436 b,,3.81211403,29.4322,594.05,,,1,1,,3456.0
721,GJ 463 b,492.63403085,,,,0.09,3.53,1,1,M3 V,3540.0
722,GJ 463 b,1144.1822652,,,,0.09,3.53,1,1,M3 V,3540.0
723,GJ 463 b,1080.6165838,,,,0.09,3.53,1,1,M3 V,3540.0
724,GJ 480 b,13.2,,,,0.1,0.068,1,1,M3.5 Ve,
725,GJ 486 b,2.77,1.289,39.2,696.3,0.00086,0.01714,1,1,,3317.0
726,GJ 486 b,,1.3241394,39.4922,639.36,,,1,1,,3297.0
727,GJ 486 b,2.82,1.305,40.3,701.0,0.05,0.01734,1,1,M3.5 V,3340.0
728,GJ 486 b,3.0,1.343,41.3,706.0,0.0,0.01713,1,1,M3.5 V,3291.0
729,GJ 504 b,,12.10569916,,512.0,,,1,1,,
730,GJ 504 b,1271.3,,,510.0,,43.5,1,1,G0 V,6234.0
731,GJ 514 b,5.2,,0.28,202.0,0.45,0.422,1,1,M0.5-1.0 V,3728.0
732,GJ 536 b,6.52,,,,0.119,0.067,1,1,,3674.0
733,GJ 536 b,5.36,,,,0.08,0.06661,1,1,M1 V,3685.0
734,GJ 581 b,16.6,,,,0.0,0.041,3,1,M3 V,
735,GJ 581 b,15.65,,,,0.0,0.04,3,1,,
