pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
Kepler-861 b,,,,,,,1,1,,4931.85,Transit
Kepler-861 b,,,,,,,1,1,,4931.85,Transit
Kepler-861 b,,,,,,,1,1,,4931.85,Transit
Kepler-861 b,,2.32,206.05,966.0,0.0,0.0463,1,1,,5155.0,Transit
Kepler-861 b,,2.43,206.05,966.0,0.0,0.0463,1,1,,5155.0,Transit
Kepler-861 b,,2.43,206.05,966.0,0.0,0.0463,1,1,,5155.0,Transit
Kepler-861 b,,2.28,,,,,1,1,,5047.0,Transit
Kepler-861 b,,2.261,197.29,,,,1,1,,5160.0,Transit
Kepler-862 b,,2.27,342.76,1097.0,0.0,0.039,1,1,,5258.0,Transit
Kepler-862 b,,,,,,,1,1,,5030.0,Transit
Kepler-862 b,,,,,,,1,1,,5030.0,Transit
Kepler-862 b,,2.54,,1103.0,0.0,0.042,1,1,,5059.0,Transit
Kepler-862 b,,,,,,,1,1,,5030.0,Transit
Kepler-862 b,,2.15,342.76,1097.0,0.0,0.039,1,1,,5258.0,Transit
Kepler-862 b,,2.21,,,,,1,1,,5333.0,Transit
Kepler-862 b,,2.27,342.76,1097.0,0.0,0.039,1,1,,5258.0,Transit
Kepler-862 b,,2.72,547.293,,,,1,1,,5256.0,Transit
Kepler-862 b,,2.27,342.76,1097.0,0.0,0.039,1,1,,5258.0,Transit
Kepler-863 b,,2.87,62.88,718.0,0.0,0.122,1,1,,5900.0,Transit
Kepler-863 b,,2.74,62.88,718.0,0.0,0.122,1,1,,5900.0,Transit
Kepler-863 b,,,,,,,1,1,,5878.0,Transit
Kepler-863 b,,2.8,,713.0,0.0,0.122,1,1,,5880.0,Transit
Kepler-863 b,,2.9,,,,,1,1,,5678.0,Transit
Kepler-863 b,,3.749,117.828,,,,1,1,,5902.0,Transit
Kepler-863 b,,,,,,,1,1,,5878.0,Transit
Kepler-863 b,,,,,,,1,1,,5878.0,Transit
Kepler-863 b,,2.87,62.88,718.0,0.0,0.122,1,1,,5900.0,Transit
Kepler-863 b,,2.87,62.88,718.0,0.0,0.122,1,1,,5900.0,Transit
Kepler-864 b,,2.4,,,,,2,1,,5754.0,Transit
Kepler-864 b,,2.81,397.43,1139.0,0.0,0.0686,2,1,,6198.0,Transit
Kepler-864 b,,2.81,397.43,1139.0,0.0,0.0686,2,1,,6198.0,Transit
Kepler-864 b,,2.15,,1024.0,0.0,0.064,2,1,,6034.0,Transit
Kepler-864 b,,,,,,,2,1,,5621.0,Transit
Kepler-864 b,,,,,,,2,1,,5621.0,Transit
Kepler-864 b,,2.81,397.43,1139.0,0.0,0.0686,2,1,,6198.0,Transit
Kepler-864 b,,2.98,403.49,1143.0,0.0,0.0687,2,1,,6213.0,Transit
Kepler-864 b,,,,,,,2,1,,5621.0,Transit
Kepler-864 b,,3.185,464.765,,,,2,1,,6225.0,Transit
Kepler-864 c,,,,,,,2,1,,5621.0,Transit
Kepler-864 c,,,,,,,2,1,,5621.0,Transit
Kepler-864 c,,1.76699996,,,,,2,1,,6213.0,Transit
Kepler-864 c,,,,,,,2,1,,5621.0,Transit
Kepler-864 c,,,,,,,2,1,,5621.0,Transit
Kepler-864 c,,1.35,,1366.0,0.0,0.036,2,1,,6034.0,Transit
Kepler-864 c,,1.62,1305.04,1532.0,0.0,0.0382,2,1,,6213.0,Transit
Kepler-865 b,,2.166,46.362,,,,2,1,,5428.0,Transit
Kepler-865 b,,2.42,54.95,694.0,0.0,0.1057,2,1,,5440.0,Transit
Kepler-865 b,,2.5,,705.0,0.0,0.107,2,1,,5438.0,Transit
Kepler-865 b,,,,,,,2,1,,5284.0,Transit
Kepler-865 b,,2.42,54.95,694.0,0.0,0.1057,2,1,,5440.0,Transit
Kepler-865 b,,2.49,,,,,2,1,,5570.0,Transit
Kepler-865 b,,2.42,54.95,694.0,0.0,0.1057,2,1,,5440.0,Transit
Kepler-865 b,,,,,,,2,1,,5284.0,Transit
Kepler-865 b,,2.35,54.95,694.0,0.0,0.1057,2,1,,5440.0,Transit
Kepler-865 b,,,,,,,2,1,,5284.0,Transit
Kepler-865 c,,0.9,164.98,914.0,0.0,0.061,2,1,,5440.0,Transit
Kepler-865 c,,0.95,,926.0,0.0,0.062,2,1,,5438.0,Transit
Kepler-865 c,,0.89,164.98,914.0,0.0,0.061,2,1,,5440.0,Transit
Kepler-865 c,,1.06200004,,,,,2,1,,5440.0,Transit
Kepler-865 c,,,,,,,2,1,,5284.0,Transit
Kepler-865 c,,0.9,164.98,914.0,0.0,0.061,2,1,,5440.0,Transit
Kepler-865 c,,0.9,164.98,914.0,0.0,0.061,2,1,,5440.0,Transit
Kepler-866 b,,1.66,233.23,997.0,0.0,0.0331,1,1,,4831.0,Transit
Kepler-866 b,,1.57,233.23,996.0,0.0,0.0331,1,1,,4831.0,Transit
Kepler-866 b,,1.66,233.23,997.0,0.0,0.0331,1,1,,4831.0,Transit
Kepler-866 b,,1.63,,,,,1,1,,4751.0,Transit
Kepler-866 b,,,,,,,1,1,,4664.0,Transit
Kepler-866 b,,1.437,196.127,,,,1,1,,4832.0,Transit
Kepler-866 b,,,,,,,1,1,,4664.0,Transit
Kepler-866 b,,1.66,233.23,997.0,0.0,0.0331,1,1,,4831.0,Transit
Kepler-866 b,,1.4,,962.0,0.0,0.033,1,1,,4819.0,Transit
Kepler-867 b,,4.6,2.72,327.0,0.0,0.5375,1,1,,5604.0,Transit
Kepler-867 b,,,,,,,1,1,,5595.28,Transit
Kepler-867 b,,,,,,,1,1,,5595.28,Transit
Kepler-867 b,,,,,,,1,1,,5595.28,Transit
Kepler-867 b,,3.79,1.7,291.0,0.0,0.5154,1,1,,5514.0,Transit
Kepler-867 b,,3.79,1.7,291.0,0.0,0.5154,1,1,,5514.0,Transit
Kepler-867 b,,3.79,1.7,291.0,0.0,0.5154,1,1,,5514.0,Transit
Kepler-867 b,,4.64,,,,,1,1,,5541.0,Transit
Kepler-867 b,,6.516,5.45,,,,1,1,,5599.0,Transit
Kepler-867 b,,3.97,,302.0,0.0,0.537,1,1,,5573.0,Transit
Kepler-868 b,,,,,,,1,1,,5652.0,Transit
Kepler-868 b,,3.072,417.034,,,,1,1,,5968.0,Transit
Kepler-868 b,,2.22,,1050.0,0.0,0.058,1,1,,5963.0,Transit
Kepler-868 b,,2.04,283.49,1046.0,0.0,0.0575,1,1,,5970.0,Transit
Kepler-868 b,,2.04,283.49,1046.0,0.0,0.0575,1,1,,5970.0,Transit
Kepler-868 b,,2.05,,,,,1,1,,5614.0,Transit
Kepler-868 b,,2.04,283.49,1046.0,0.0,0.0575,1,1,,5970.0,Transit
Kepler-868 b,,2.53,283.49,1047.0,0.0,0.0575,1,1,,5970.0,Transit
Kepler-869 b,,3.25,14.28,496.0,0.0,0.2241,1,1,,5812.0,Transit
Kepler-869 b,,2.92,14.08,494.0,0.0,0.2244,1,1,,5813.0,Transit
Kepler-869 b,,3.25,14.28,496.0,0.0,0.2241,1,1,,5812.0,Transit
Kepler-869 b,,,,,,,1,1,,5575.0,Transit
Kepler-869 b,,3.224,17.234,,,,1,1,,5814.0,Transit
Kepler-869 b,,3.61,,,,,1,1,,5664.0,Transit
Kepler-869 b,,,,,,,1,1,,5575.0,Transit
Kepler-869 b,,3.25,14.28,496.0,0.0,0.2241,1,1,,5812.0,Transit
Kepler-869 b,,3.1,,503.0,0.0,0.23,1,1,,5831.0,Transit
Kepler-869 b,,,,,,,1,1,,5575.0,Transit
Kepler-87 b,,9.51,9.15,444.0,0.0,0.4589,2,1,,5991.0,Transit
Kepler-87 b,324.2,13.49,,478.0,0.036,0.481,2,1,,5600.0,Transit
Kepler-87 b,,,,,,,2,1,,5692.09,Transit
Kepler-87 b,,9.51,9.15,444.0,0.0,0.4589,2,1,,5991.0,Transit
Kepler-87 b,,13.15,,,,,2,1,,5649.0,Transit
Kepler-87 b,,12.28,12.13,476.0,0.0,0.4572,2,1,,5597.0,Transit
Kepler-87 b,,6.2,,345.0,0.0,0.455,2,1,,5723.0,Transit
Kepler-87 b,,,,,,,2,1,,5692.09,Transit
Kepler-87 b,,,,,,,2,1,,5692.09,Transit
Kepler-87 b,,9.51,9.15,444.0,0.0,0.4589,2,1,,5991.0,Transit
Kepler-87 b,,10.666,9.203,,,,2,1,,5600.0,Transit
Kepler-87 c,,3.2,,202.0,0.0,1.332,2,1,,5723.0,Transit
Kepler-87 c,,4.96,1.07,259.0,0.0,1.3423,2,1,,5991.0,Transit
Kepler-87 c,,,,,,,2,1,,5692.09,Transit
Kepler-87 c,,4.96,1.07,259.0,0.0,1.3423,2,1,,5991.0,Transit
Kepler-87 c,6.4,6.14,,403.0,0.039,0.676,2,1,,5600.0,Transit
Kepler-87 c,,6.47,6.14,401.0,0.0,0.6428,2,1,,5597.0,Transit
Kepler-87 c,,6.89,,,,,2,1,,5649.0,Transit
Kepler-87 c,,4.96,1.07,259.0,0.0,1.3423,2,1,,5991.0,Transit
Kepler-87 c,,5.618,4.656,,,,2,1,,5600.0,Transit
Kepler-870 b,,,,,,,1,1,,5725.95,Transit
Kepler-870 b,,,,,,,1,1,,5725.95,Transit
Kepler-870 b,,2.67,53.89,691.0,0.0,0.1539,1,1,,6170.0,Transit
Kepler-870 b,,2.8,,689.0,0.0,0.155,1,1,,6150.0,Transit
Kepler-870 b,,2.545,54.869,,,,1,1,,6158.0,Transit
Kepler-870 b,,2.67,53.89,691.0,0.0,0.1539,1,1,,6170.0,Transit
Kepler-870 b,,2.67,53.89,691.0,0.0,0.1539,1,1,,6170.0,Transit
Kepler-870 b,,2.52,53.89,691.0,0.0,0.1539,1,1,,6170.0,Transit
Kepler-870 b,,2.78,,,,,1,1,,5857.0,Transit
Kepler-870 b,,,,,,,1,1,,5725.95,Transit
Kepler-871 b,,,,,,,1,1,,5812.0,Transit
Kepler-871 b,,3.74,,,,,1,1,,5993.0,Transit
Kepler-871 b,,3.05,39.69,640.0,0.0,0.1572,1,1,,5900.0,Transit
Kepler-871 b,,3.14,39.69,640.0,0.0,0.1572,1,1,,5900.0,Transit
Kepler-871 b,,,,,,,1,1,,5812.0,Transit
Kepler-871 b,,3.14,39.69,640.0,0.0,0.1572,1,1,,5900.0,Transit
Kepler-871 b,,3.01,,624.0,0.0,0.154,1,1,,5880.0,Transit
Kepler-871 b,,,,,,,1,1,,5812.0,Transit
Kepler-871 b,,4.267,79.722,,,,1,1,,5938.0,Transit
Kepler-871 b,,3.14,39.69,640.0,0.0,0.1572,1,1,,5900.0,Transit
Kepler-872 b,,1.648,553.056,,,,1,1,,5744.0,Transit
Kepler-872 b,,1.6,544.85,1232.0,0.0,0.0362,1,1,,5751.0,Transit
Kepler-872 b,,,,,,,1,1,,5655.0,Transit
Kepler-872 b,,1.6,544.85,1232.0,0.0,0.0362,1,1,,5751.0,Transit
Kepler-872 b,,1.63,540.56,1230.0,0.0,0.0362,1,1,,5743.0,Transit
Kepler-872 b,,1.6,544.85,1232.0,0.0,0.0362,1,1,,5751.0,Transit
Kepler-872 b,,,,,,,1,1,,5655.0,Transit
Kepler-872 b,,1.99,,,,,1,1,,5902.0,Transit
Kepler-872 b,,1.74,,1231.0,0.0,0.036,1,1,,5731.0,Transit
Kepler-873 b,,3.031,68.015,,,,1,1,,6342.0,Transit
Kepler-873 b,,,,,,,1,1,,5983.0,Transit
Kepler-873 b,,,,,,,1,1,,5983.0,Transit
Kepler-873 b,,3.32,76.18,753.0,0.0,0.1568,1,1,,6343.0,Transit
Kepler-873 b,,,,,,,1,1,,5983.0,Transit
Kepler-873 b,,3.19,74.49,749.0,0.0,0.1542,1,1,,6325.0,Transit
Kepler-873 b,,3.32,76.18,753.0,0.0,0.1568,1,1,,6343.0,Transit
Kepler-873 b,,3.32,76.18,753.0,0.0,0.1568,1,1,,6343.0,Transit
Kepler-873 b,,3.0,,733.0,0.0,0.154,1,1,,6314.0,Transit
Kepler-873 b,,3.75,,,,,1,1,,6163.0,Transit
Kepler-874 b,,3.41,23.27,560.0,0.0,0.2234,1,1,,6026.0,Transit
Kepler-874 b,,3.2,,562.0,0.0,0.232,1,1,,6061.0,Transit
Kepler-874 b,,3.41,23.27,560.0,0.0,0.2234,1,1,,6026.0,Transit
Kepler-874 b,,3.94,,,,,1,1,,6020.0,Transit
Kepler-874 b,,,,,,,1,1,,5747.0,Transit
Kepler-874 b,,3.1,23.27,560.0,0.0,0.2234,1,1,,6026.0,Transit
Kepler-874 b,,3.598,31.624,,,,1,1,,6030.0,Transit
Kepler-874 b,,,,,,,1,1,,5747.0,Transit
Kepler-874 b,,3.41,23.27,560.0,0.0,0.2234,1,1,,6026.0,Transit
Kepler-875 b,,3.316,41.431,,,,1,1,,5799.0,Transit
Kepler-875 b,,2.28,24.71,569.0,0.0,0.1771,1,1,,5783.0,Transit
Kepler-875 b,,,,,,,1,1,,5882.0,Transit
Kepler-875 b,,,,,,,1,1,,5882.0,Transit
Kepler-875 b,,2.0,,562.0,0.0,0.177,1,1,,5771.0,Transit
Kepler-875 b,,2.9,,,,,1,1,,5958.0,Transit
Kepler-875 b,,2.58,24.71,569.0,0.0,0.1771,1,1,,5783.0,Transit
Kepler-875 b,,2.28,24.71,569.0,0.0,0.1771,1,1,,5783.0,Transit
Kepler-875 b,,,,,,,1,1,,5882.0,Transit
Kepler-875 b,,2.28,24.71,569.0,0.0,0.1771,1,1,,5783.0,Transit
Kepler-876 b,,1.45,131.97,864.0,0.0,0.0563,1,1,,5192.0,Transit
Kepler-876 b,,,,,,,1,1,,5023.0,Transit
Kepler-876 b,,1.55,171.63,923.0,0.0,0.0549,1,1,,5157.0,Transit
Kepler-876 b,,,,,,,1,1,,5023.0,Transit
Kepler-876 b,,1.43,,,,,1,1,,5060.0,Transit
Kepler-876 b,,1.46,,785.0,0.0,0.056,1,1,,4994.0,Transit
Kepler-876 b,,1.45,131.97,864.0,0.0,0.0563,1,1,,5192.0,Transit
Kepler-876 b,,1.472,152.746,,,,1,1,,5135.0,Transit
Kepler-876 b,,1.45,131.97,864.0,0.0,0.0563,1,1,,5192.0,Transit
Kepler-877 b,,2.3,33.86,615.0,0.0,0.1303,1,1,,5413.0,Transit
Kepler-877 b,,,,,,,1,1,,,Transit
Kepler-877 b,,,,,,,1,1,,,Transit
Kepler-877 b,,1.9,,604.0,0.0,0.128,1,1,,5372.0,Transit
Kepler-877 b,,,,,,,1,1,,,Transit
Kepler-877 b,,2.3,33.86,615.0,0.0,0.1303,1,1,,5413.0,Transit
Kepler-877 b,,2.5,37.81,632.0,0.0,0.1301,1,1,,5311.0,Transit
Kepler-877 b,,2.12,,,,,1,1,,5261.0,Transit
Kepler-877 b,,2.3,33.86,615.0,0.0,0.1303,1,1,,5413.0,Transit
Kepler-878 b,,1.95,14.85,501.0,0.0,0.165,1,1,,5167.0,Transit
Kepler-878 b,,1.87,15.07,502.0,0.0,0.154,1,1,,5121.0,Transit
Kepler-878 b,,1.87,15.07,502.0,0.0,0.154,1,1,,5121.0,Transit
Kepler-878 b,,,,,,,1,1,,5002.0,Transit
Kepler-878 b,,,,,,,1,1,,5002.0,Transit
Kepler-878 b,,,,,,,1,1,,5002.0,Transit
Kepler-878 b,,1.87,15.07,502.0,0.0,0.154,1,1,,5121.0,Transit
Kepler-878 b,,1.93,,504.0,0.0,0.156,1,1,,5134.0,Transit
Kepler-878 b,,2.626,27.009,,,,1,1,,5170.0,Transit
Kepler-878 b,,1.93,,,,,1,1,,5044.0,Transit
Kepler-879 b,,2.54,26.73,580.0,0.0,0.2012,2,1,,5833.0,Transit
Kepler-879 b,,,,,,,2,1,,5644.0,Transit
Kepler-879 b,,2.32,,572.0,0.0,0.199,2,1,,5803.0,Transit
Kepler-879 b,,2.48,26.73,580.0,0.0,0.2012,2,1,,5833.0,Transit
Kepler-879 b,,2.54,26.73,580.0,0.0,0.2012,2,1,,5833.0,Transit
Kepler-879 b,,,,,,,2,1,,5644.0,Transit
Kepler-879 b,,2.54,26.73,580.0,0.0,0.2012,2,1,,5833.0,Transit
Kepler-879 b,,,,,,,2,1,,5644.0,Transit
Kepler-879 b,,2.57,,,,,2,1,,5792.0,Transit
Kepler-879 b,,2.583,29.128,,,,2,1,,5836.0,Transit
Kepler-879 c,,0.4,,,,,2,1,G,5456.75,Transit
Kepler-88 d,1002.73189,,,,0.430141,2.466329866,3,1,,,Radial Velocity
Kepler-88 d,965.14699656,,,,0.41,,3,1,,5466.0,Radial Velocity
Kepler-880 b,,,,,,,2,1,,6819.0,Transit
Kepler-880 b,,2.15,588.3,1256.0,0.0,0.0854,2,1,,6915.0,Transit
Kepler-880 b,,2.23,,1271.0,0.0,0.084,2,1,,6905.0,Transit
Kepler-880 b,,2.66,,,,,2,1,,6761.0,Transit
Kepler-880 b,,2.15,588.3,1256.0,0.0,0.0854,2,1,,6915.0,Transit
Kepler-880 b,,,,,,,2,1,,6819.0,Transit
Kepler-880 b,,4.65,1636.72,1622.0,0.0,0.0915,2,1,,6900.0,Transit
Kepler-880 b,,,,,,,2,1,,6819.0,Transit
Kepler-880 b,,2.772,586.169,,,,2,1,,6907.0,Transit
Kepler-880 b,,2.15,588.3,1256.0,0.0,0.0854,2,1,,6915.0,Transit
Kepler-880 c,,,,,,,2,1,,6819.0,Transit
Kepler-880 c,,2.87,926.72,1407.0,0.0,0.1216,2,1,,6900.0,Transit
Kepler-880 c,,,,,,,2,1,,6819.0,Transit
Kepler-880 c,,1.53,333.65,1090.0,0.0,0.1134,2,1,,6915.0,Transit
Kepler-880 c,,1.53,333.65,1090.0,0.0,0.1134,2,1,,6915.0,Transit
Kepler-880 c,,3.15700007,,,,,2,1,,6900.0,Transit
Kepler-881 b,,1.71,518.45,1217.0,0.0,0.0552,1,1,,6240.0,Transit
Kepler-881 b,,1.42,,1181.0,0.0,0.055,1,1,,6222.0,Transit
Kepler-881 b,,,,,,,1,1,,5914.17,Transit
Kepler-881 b,,1.65,476.42,1191.0,0.0,0.0546,1,1,,6210.0,Transit
Kepler-881 b,,1.732,538.569,,,,1,1,,6254.0,Transit
Kepler-881 b,,1.65,476.42,1191.0,0.0,0.0546,1,1,,6210.0,Transit
Kepler-881 b,,1.65,476.42,1191.0,0.0,0.0546,1,1,,6210.0,Transit
Kepler-881 b,,1.78,,,,,1,1,,5961.0,Transit
Kepler-882 b,,1.23,,,,,1,1,,5476.0,Transit
Kepler-882 b,,1.166,228.7,,,0.04741,1,1,,5320.0,Transit
Kepler-882 b,,0.96,155.46,901.0,0.0,0.0451,1,1,,5208.0,Transit
Kepler-882 b,,0.96,155.46,901.0,0.0,0.0451,1,1,,5208.0,Transit
Kepler-882 b,,,,,,,1,1,,5325.0,Transit
Kepler-882 b,,0.93,157.1,903.0,0.0,0.0449,1,1,,5229.0,Transit
Kepler-882 b,,0.95,,927.0,0.0,0.046,1,1,,5267.0,Transit
Kepler-882 b,,1.158,259.029,,,,1,1,,5320.0,Transit
Kepler-882 b,,,,,,,1,1,,5325.0,Transit
Kepler-882 b,,0.96,155.46,901.0,0.0,0.0451,1,1,,5208.0,Transit
Kepler-883 b,,,,,,,1,1,,6043.68,Transit
Kepler-883 b,,1.64,105.74,818.0,0.0,0.1055,1,1,,5948.0,Transit
Kepler-883 b,,1.53,114.39,834.0,0.0,0.102,1,1,,6212.0,Transit
Kepler-883 b,,2.032,163.052,,,,1,1,,5954.0,Transit
Kepler-883 b,,,,,,,1,1,,6043.68,Transit
Kepler-883 b,,1.78,,,,,1,1,,6116.0,Transit
Kepler-883 b,,2.018,166.6,,,0.10288,1,1,,5954.0,Transit
Kepler-883 b,,1.89,,861.0,0.0,0.112,1,1,,6267.0,Transit
Kepler-883 b,,,,,,,1,1,,6043.68,Transit
Kepler-883 b,,1.53,114.39,834.0,0.0,0.102,1,1,,6212.0,Transit
Kepler-883 b,,1.53,114.39,834.0,0.0,0.102,1,1,,6212.0,Transit
Kepler-884 b,,0.93,139.5,,,0.06116,1,1,,5747.0,Transit
Kepler-884 b,,1.16,204.18,964.0,0.0,0.0622,1,1,,5646.0,Transit
Kepler-884 b,,,,,,,1,1,,5821.17,Transit
Kepler-884 b,,1.46,,1098.0,0.0,0.063,1,1,,6069.0,Transit
Kepler-884 b,,1.23,,,,,1,1,,5715.0,Transit
Kepler-884 b,,1.32,332.54,1089.0,0.0,0.0625,1,1,,6070.0,Transit
Kepler-884 b,,,,,,,1,1,,5821.17,Transit
Kepler-884 b,,,,,,,1,1,,5821.17,Transit
Kepler-884 b,,1.32,332.54,1089.0,0.0,0.0625,1,1,,6070.0,Transit
Kepler-884 b,,1.32,332.54,1089.0,0.0,0.0625,1,1,,6070.0,Transit
Kepler-885 b,,2.15,,853.0,0.0,0.143,1,1,,6450.0,Transit
Kepler-885 b,,2.601,124.646,,,,1,1,,6133.0,Transit
Kepler-885 b,,2.49,112.43,830.0,0.0,0.1432,1,1,,6109.0,Transit
Kepler-885 b,,2.41,131.8,864.0,0.0,0.1441,1,1,,6453.0,Transit
Kepler-885 b,,2.534,119.2,,,0.14403,1,1,,6133.0,Transit
Kepler-885 b,,2.41,131.8,864.0,0.0,0.1441,1,1,,6453.0,Transit
Kepler-885 b,,,,,,,1,1,,6124.01,Transit
Kepler-885 b,,,,,,,1,1,,6124.01,Transit
Kepler-885 b,,2.5,,,,,1,1,,6187.0,Transit
Kepler-885 b,,,,,,,1,1,,6124.01,Transit
Kepler-885 b,,2.41,131.8,864.0,0.0,0.1441,1,1,,6453.0,Transit
Kepler-886 b,,,,,,,1,1,,5815.18,Transit
Kepler-886 b,,1.283,243.2,,,0.06428,1,1,,5857.0,Transit
Kepler-886 b,,1.36,344.06,1098.0,0.0,0.0671,1,1,,6334.0,Transit
Kepler-886 b,,1.66,,1111.0,0.0,0.07,1,1,,6352.0,Transit
Kepler-886 b,,1.258,231.432,,,,1,1,,5857.0,Transit
Kepler-886 b,,,,,,,1,1,,5815.18,Transit
Kepler-886 b,,1.52,,,,,1,1,,6098.0,Transit
Kepler-886 b,,,,,,,1,1,,5815.18,Transit
Kepler-886 b,,1.36,344.06,1098.0,0.0,0.0671,1,1,,6334.0,Transit
Kepler-886 b,,1.6,360.09,1111.0,0.0,0.067,1,1,,5810.0,Transit
Kepler-886 b,,1.36,344.06,1098.0,0.0,0.0671,1,1,,6334.0,Transit
Kepler-887 b,,,,,,,2,1,,6367.0,Transit
Kepler-887 b,,1.915,109.842,,,,2,1,,6207.0,Transit
Kepler-887 b,,1.84,,,,,2,1,,6194.0,Transit
Kepler-887 b,,1.62,87.97,781.0,0.0,0.1543,2,1,,6422.0,Transit
Kepler-887 b,,1.885,104.4,,,0.15431,2,1,,6207.0,Transit
Kepler-887 b,,1.64,,762.0,0.0,0.154,2,1,,6401.0,Transit
Kepler-887 b,,,,,,,2,1,,6367.0,Transit
Kepler-887 b,,1.78,89.74,785.0,0.0,0.1536,2,1,,6119.0,Transit
Kepler-887 b,,1.62,87.97,781.0,0.0,0.1543,2,1,,6422.0,Transit
Kepler-887 b,,,,,,,2,1,,6367.0,Transit
Kepler-887 b,,1.62,87.97,781.0,0.0,0.1543,2,1,,6422.0,Transit
Kepler-887 c,,1.12,333.3,1089.0,0.0,0.0797,2,1,,6119.0,Transit
Kepler-887 c,,1.05,326.45,1084.0,0.0,0.0801,2,1,,6422.0,Transit
Kepler-887 c,,0.95,,1058.0,0.0,0.08,2,1,,6401.0,Transit
Kepler-887 c,,1.05,326.45,1084.0,0.0,0.0801,2,1,,6422.0,Transit
Kepler-887 c,,1.13,,,,,2,1,,6194.0,Transit
Kepler-887 c,,1.198,407.977,,,,2,1,,6207.0,Transit
Kepler-887 c,,,,,,,2,1,,6367.0,Transit
Kepler-887 c,,1.05,326.45,1084.0,0.0,0.0801,2,1,,6422.0,Transit
Kepler-887 c,,,,,,,2,1,,6367.0,Transit
Kepler-887 c,,1.221,387.8,,,0.0801,2,1,,6207.0,Transit
Kepler-888 b,,2.26,15.33,505.0,0.0,0.3341,1,1,,6174.0,Transit
Kepler-888 b,,1.63,7.11,417.0,0.0,0.328,1,1,,5811.0,Transit
Kepler-888 b,,1.76,,,,,1,1,,5875.0,Transit
Kepler-888 b,,,,,,,1,1,,5820.63,Transit
Kepler-888 b,,1.751,7.854,,,,1,1,,5739.0,Transit
Kepler-888 b,,,,,,,1,1,,5820.63,Transit
Kepler-888 b,,2.26,15.33,505.0,0.0,0.3341,1,1,,6174.0,Transit
Kepler-888 b,,,,,,,1,1,,5820.63,Transit
Kepler-888 b,,2.22,,505.0,0.0,0.344,1,1,,6190.0,Transit
Kepler-888 b,,1.811,8.3,,,0.31481,1,1,,5739.0,Transit
Kepler-888 b,,2.26,15.33,505.0,0.0,0.3341,1,1,,6174.0,Transit
Kepler-889 b,,1.06,665.48,1295.0,0.0,0.0486,1,1,,5849.0,Transit
Kepler-889 b,,1.09,,,,,1,1,,5961.0,Transit
Kepler-889 b,,,,,,,1,1,,5963.0,Transit
Kepler-889 b,,1.244,903.3,,,0.04975,1,1,,5885.0,Transit
Kepler-889 b,,1.1,736.89,1328.0,0.0,0.0492,1,1,,5876.0,Transit
Kepler-889 b,,1.247,954.588,,,,1,1,,5885.0,Transit
Kepler-889 b,,,,,,,1,1,,5963.0,Transit
Kepler-889 b,,1.06,665.48,1295.0,0.0,0.0486,1,1,,5849.0,Transit
Kepler-889 b,,1.06,665.48,1295.0,0.0,0.0486,1,1,,5849.0,Transit
Kepler-889 b,,1.28,,1250.0,0.0,0.049,1,1,,5862.0,Transit
Kepler-890 b,,,,,,,1,1,,5773.0,Transit
Kepler-890 b,,,,,,,1,1,,5773.0,Transit
Kepler-890 b,,10.703,30.227,,,,1,1,,6235.0,Transit
Kepler-890 b,,8.89,,,,,1,1,,5954.0,Transit
Kepler-890 b,,9.04,20.85,545.0,0.0,0.2948,1,1,,6244.0,Transit
Kepler-890 b,,7.4,,503.0,0.0,0.282,1,1,,6119.0,Transit
Kepler-890 b,,8.76,20.08,540.0,0.0,0.2944,1,1,,6228.0,Transit
Kepler-890 b,,9.04,20.85,545.0,0.0,0.2948,1,1,,6244.0,Transit
Kepler-890 b,,9.04,20.85,545.0,0.0,0.2948,1,1,,6244.0,Transit
Kepler-890 b,,,,,,,1,1,,5773.0,Transit
Kepler-891 b,,,,,,,1,1,,5758.0,Transit
Kepler-891 b,,5.1,,453.0,0.0,0.276,1,1,,5796.0,Transit
Kepler-891 b,,6.04,13.23,486.0,0.0,0.2881,1,1,,5919.0,Transit
Kepler-891 b,,5.82,13.23,486.0,0.0,0.2881,1,1,,5919.0,Transit
Kepler-891 b,,10.533,44.326,,,,1,1,,5950.0,Transit
Kepler-891 b,,6.04,13.23,486.0,0.0,0.2881,1,1,,5919.0,Transit
Kepler-891 b,,6.04,13.23,486.0,0.0,0.2881,1,1,,5919.0,Transit
Kepler-891 b,,,,,,,1,1,,5758.0,Transit
Kepler-891 b,,,,,,,1,1,,5758.0,Transit
Kepler-891 b,,6.41,,,,,1,1,,5887.0,Transit
Kepler-892 b,,2.81,22.57,556.0,0.0,0.1015,1,1,,4802.0,Transit
Kepler-892 b,,,,,,,1,1,,4641.0,Transit
Kepler-892 b,,2.74,22.65,556.0,0.0,0.1014,1,1,,4797.0,Transit
Kepler-892 b,,,,,,,1,1,,4641.0,Transit
Kepler-892 b,,2.74,22.65,556.0,0.0,0.1014,1,1,,4797.0,Transit
Kepler-892 b,,2.81,,,,,1,1,,4747.0,Transit
Kepler-892 b,,,,,,,1,1,,4641.0,Transit
Kepler-892 b,,2.74,22.65,556.0,0.0,0.1014,1,1,,4797.0,Transit
Kepler-892 b,,2.521,18.196,,,,1,1,,4799.0,Transit
Kepler-892 b,,2.88,,546.0,0.0,0.099,1,1,,4777.0,Transit
