,pl_name,pl_bmasse,pl_rade,pl_insol,pl_eqt,pl_orbeccen,pl_orbsmax,sy_pnum,sy_snum,st_spectype,st_teff,discoverymethod
32375,Kepler-822 b,,1.49,,1247.0,0.0,0.042,1,1,,5836.0,Transit
32376,Kepler-822 b,,,,,,,1,1,,5677.0,Transit
32377,Kepler-822 b,,1.52,558.65,1240.0,0.0,0.0412,1,1,,5823.0,Transit
32378,Kepler-822 b,,1.52,558.65,1240.0,0.0,0.0412,1,1,,5823.0,Transit
32379,Kepler-822 b,,1.514,535.188,,,,1,1,,5680.0,Transit
32380,Kepler-822 b,,1.47,558.65,1239.0,0.0,0.0412,1,1,,5823.0,Transit
32381,Kepler-822 b,,1.52,558.65,1240.0,0.0,0.0412,1,1,,5823.0,Transit
32382,Kepler-822 b,,1.77,,,,,1,1,,5928.0,Transit
32383,Kepler-822 b,,,,,,,1,1,,5677.0,Transit
32384,Kepler-823 b,,1.95,496.73,1204.0,0.0,0.0523,1,1,,5739.0,Transit
32385,Kepler-823 b,,2.574,803.353,,,,1,1,,5686.0,Transit
32386,Kepler-823 b,,2.28,628.73,1277.0,0.0,0.0507,1,1,,5689.0,Transit
32387,Kepler-823 b,,,,,,,1,1,,5570.0,Transit
32388,Kepler-823 b,,1.95,496.73,1204.0,0.0,0.0523,1,1,,5739.0,Transit
32389,Kepler-823 b,,1.65,,1123.0,0.0,0.048,1,1,,5554.0,Transit
32390,Kepler-823 b,,,,,,,1,1,,5570.0,Transit
32391,Kepler-823 b,,1.95,496.73,1204.0,0.0,0.0523,1,1,,5739.0,Transit
32392,Kepler-823 b,,1.57,,,,,1,1,,5643.0,Transit
32393,Kepler-824 b,,1.678,454.604,,,,1,1,,5939.0,Transit
32394,Kepler-824 b,,1.87,,,,,1,1,,6035.0,Transit
32395,Kepler-824 b,,,,,,,1,1,,5975.64,Transit
32396,Kepler-824 b,,1.88,607.73,1266.0,0.0,0.0568,1,1,,6235.0,Transit
32397,Kepler-824 b,,1.88,607.73,1266.0,0.0,0.0568,1,1,,6235.0,Transit
32398,Kepler-824 b,,1.84,543.73,1231.0,0.0,0.055,1,1,,5940.0,Transit
32399,Kepler-824 b,,1.88,607.73,1266.0,0.0,0.0568,1,1,,6235.0,Transit
32400,Kepler-824 b,,1.65,,1201.0,0.0,0.055,1,1,,6157.0,Transit
32401,Kepler-824 b,,,,,,,1,1,,5975.64,Transit
32402,Kepler-825 b,,1.35,614.52,1270.0,0.0,0.0453,2,1,,6224.0,Transit
32403,Kepler-825 b,,1.413,734.464,,,,2,1,,6222.0,Transit
32404,Kepler-825 b,,,,,,,2,1,,6192.0,Transit
32405,Kepler-825 b,,1.29,614.52,1270.0,0.0,0.0453,2,1,,6224.0,Transit
32406,Kepler-825 b,,1.53,,,,,2,1,,5976.0,Transit
32407,Kepler-825 b,,,,,,,2,1,,6192.0,Transit
32408,Kepler-825 b,,1.35,614.52,1270.0,0.0,0.0453,2,1,,6224.0,Transit
32409,Kepler-825 b,,1.35,614.52,1270.0,0.0,0.0453,2,1,,6224.0,Transit
32410,Kepler-825 b,,1.41,,1310.0,0.0,0.049,2,1,,6290.0,Transit
32411,Kepler-825 c,,1.71,218.9,981.0,0.0,0.0759,2,1,,6224.0,Transit
32412,Kepler-825 c,,,,,,,2,1,,6192.0,Transit
32413,Kepler-825 c,,1.84,,,,,2,1,,5976.0,Transit
32414,Kepler-825 c,,1.936,261.628,,,,2,1,,6222.0,Transit
32415,Kepler-825 c,,2.14,,1007.0,0.0,0.083,2,1,,6290.0,Transit
32416,Kepler-825 c,,1.77,218.9,981.0,0.0,0.0759,2,1,,6224.0,Transit
32417,Kepler-825 c,,,,,,,2,1,,6192.0,Transit
32418,Kepler-825 c,,1.71,218.9,981.0,0.0,0.0759,2,1,,6224.0,Transit
32419,Kepler-825 c,,1.71,218.9,981.0,0.0,0.0759,2,1,,6224.0,Transit
32420,Kepler-825 c,,,,,,,2,1,,6192.0,Transit
32421,Kepler-826 b,,0.89,279.55,1043.0,0.0,0.0512,1,1,,5977.0,Transit
32422,Kepler-826 b,,,,,,,1,1,,6160.28,Transit
32423,Kepler-826 b,,1.532,827.221,,,,1,1,,6010.0,Transit
32424,Kepler-826 b,,1.526,822.6,,,0.05202,1,1,,6010.0,Transit
32425,Kepler-826 b,,,,,,,1,1,,6160.28,Transit
32426,Kepler-826 b,,0.89,279.55,1043.0,0.0,0.0512,1,1,,5977.0,Transit
32427,Kepler-826 b,,0.89,279.55,1043.0,0.0,0.0512,1,1,,5977.0,Transit
32428,Kepler-826 b,,1.25,,,,,1,1,,6079.0,Transit
32429,Kepler-826 b,,1.37,684.07,1305.0,0.0,0.0528,1,1,,6060.0,Transit
32430,Kepler-826 b,,1.1,,1115.0,0.0,0.054,1,1,,6038.0,Transit
32431,Kepler-827 b,,,,,,,1,1,,5565.0,Transit
32432,Kepler-827 b,,5.2,,451.0,0.0,0.269,1,1,,5738.0,Transit
32433,Kepler-827 b,,8.49,25.6,574.0,0.0,0.2742,1,1,,5671.0,Transit
32434,Kepler-827 b,,5.14,9.58,449.0,0.0,0.2648,1,1,,5735.0,Transit
32435,Kepler-827 b,,,,,,,1,1,,5565.0,Transit
32436,Kepler-827 b,,8.133,23.602,,,,1,1,,5674.0,Transit
32437,Kepler-827 b,,5.14,9.58,449.0,0.0,0.2648,1,1,,5735.0,Transit
32438,Kepler-827 b,,5.63,,,,,1,1,,5602.0,Transit
32439,Kepler-827 b,,5.14,9.58,449.0,0.0,0.2648,1,1,,5735.0,Transit
32440,Kepler-827 b,,,,,,,1,1,,5565.0,Transit
32441,Kepler-828 b,,1.32,1835.159,,,,1,1,,4965.0,Transit
32442,Kepler-828 b,,1.379,1852.1,,,0.01228,1,1,,4965.0,Transit
32443,Kepler-828 b,,1.41,,1707.0,0.0,0.012,1,1,,5070.0,Transit
32444,Kepler-828 b,,,,,,,1,1,,4954.0,Transit
32445,Kepler-828 b,,1.51,,,,,1,1,,5039.0,Transit
32446,Kepler-828 b,,1.4,2042.3,1714.0,0.0,0.0124,1,1,,5076.0,Transit
32447,Kepler-828 b,,1.4,2042.3,1714.0,0.0,0.0124,1,1,,5076.0,Transit
32448,Kepler-828 b,,1.55,2760.23,1848.0,0.0,0.0125,1,1,,5073.0,Transit
32449,Kepler-828 b,,1.4,2042.3,1714.0,0.0,0.0124,1,1,,5076.0,Transit
32450,Kepler-828 b,,,,,,,1,1,,4954.0,Transit
32451,Kepler-829 b,,,,,,,1,1,,5575.0,Transit
32452,Kepler-829 b,,2.11,,,,,1,1,,5698.0,Transit
32453,Kepler-829 b,,1.76,131.15,863.0,0.0,0.0679,1,1,,5693.0,Transit
32454,Kepler-829 b,,,,,,,1,1,,5575.0,Transit
32455,Kepler-829 b,,1.76,131.15,863.0,0.0,0.0679,1,1,,5693.0,Transit
32456,Kepler-829 b,,1.87,,874.0,0.0,0.07,1,1,,5707.0,Transit
32457,Kepler-829 b,,,,,,,1,1,,5575.0,Transit
32458,Kepler-829 b,,2.35,247.47,,,,1,1,,5686.0,Transit
32459,Kepler-829 b,,1.76,131.15,863.0,0.0,0.0679,1,1,,5693.0,Transit
32460,Kepler-829 b,,1.69,127.67,857.0,0.0,0.0678,1,1,,5679.0,Transit
32461,Kepler-83 b,,2.34,,460.0,,0.07295,3,2,M0 V,3893.0,Transit
32462,Kepler-83 b,,2.37,10.46,459.0,0.0,0.0729,3,2,,3893.0,Transit
32463,Kepler-83 b,,,,,,,3,2,,4648.0,Transit
32464,Kepler-83 b,,2.37,10.46,459.0,0.0,0.0729,3,2,,3893.0,Transit
32465,Kepler-83 b,,2.23,10.59,460.0,0.0,0.0714,3,2,,3906.0,Transit
32466,Kepler-83 b,2.94,,,,,,3,2,,,Transit
32467,Kepler-83 b,42.1,2.71,,,,,3,2,,,Transit
32468,Kepler-83 b,,2.49,12.33,,,,3,2,,3989.0,Transit
32469,Kepler-83 b,,2.714,13.452,,,,3,2,,4003.0,Transit
32470,Kepler-83 b,,2.56,,,,,3,2,,4082.0,Transit
32471,Kepler-83 b,,2.38,10.52,,,,3,2,,4648.0,Transit
32472,Kepler-83 b,,2.83,,572.0,0.0,0.078,3,2,,4648.0,Transit
32473,Kepler-83 b,,2.83,,,,,3,2,,,Transit
32474,Kepler-83 b,,2.686,15.412,,,,3,2,,3907.0,Transit
32475,Kepler-83 b,4.68968,,,,,,3,2,,,Transit
32476,Kepler-83 b,,2.37,10.46,459.0,0.0,0.0729,3,2,,3893.0,Transit
32477,Kepler-83 b,,,,,,,3,2,,4648.0,Transit
32478,Kepler-83 c,11.4,2.33,,,,,3,2,,,Transit
32479,Kepler-83 c,,2.14,4.71,,,,3,2,,3989.0,Transit
32480,Kepler-83 c,,2.36,,450.0,0.0,0.126,3,2,,4648.0,Transit
32481,Kepler-83 c,,,,,,,3,2,,4648.0,Transit
32482,Kepler-83 c,,,,,,,3,2,,4648.0,Transit
32483,Kepler-83 c,,2.706,5.9,,,,3,2,,3907.0,Transit
32484,Kepler-83 c,,2.06,4.01,361.0,0.0,0.1178,3,2,,3893.0,Transit
32485,Kepler-83 c,,2.06,4.01,361.0,0.0,0.1178,3,2,,3893.0,Transit
32486,Kepler-83 c,,2.06,4.01,361.0,0.0,0.1178,3,2,,3893.0,Transit
32487,Kepler-83 c,,2.327,5.145,,,,3,2,,4003.0,Transit
32488,Kepler-83 c,,2.2,,,,,3,2,,4082.0,Transit
32489,Kepler-83 c,,2.04,4.02,,,,3,2,,4648.0,Transit
32490,Kepler-83 c,,1.94,,362.0,,0.11796,3,2,M0 V,3893.0,Transit
32491,Kepler-83 c,,2.36,,,,,3,2,,,Transit
32492,Kepler-83 c,,,,,,,3,2,,4648.0,Transit
32493,Kepler-83 c,3.08558,,,,,,3,2,,,Transit
32494,Kepler-83 c,2.03,,,,,,3,2,,,Transit
32495,Kepler-83 c,,2.25,4.05,362.0,0.0,0.1154,3,2,,3906.0,Transit
32496,Kepler-83 d,,,,,,,3,2,,4648.0,Transit
32497,Kepler-83 d,,1.66,24.75,569.0,0.0,0.0467,3,2,,3906.0,Transit
32498,Kepler-83 d,5.82241,,,,,,3,2,,,Transit
32499,Kepler-83 d,,2.004,36.026,,,,3,2,,3907.0,Transit
32500,Kepler-83 d,,2.18,,708.0,0.0,0.051,3,2,,4648.0,Transit
32501,Kepler-83 d,,2.133,31.431,,,,3,2,,4003.0,Transit
32502,Kepler-83 d,,1.94,,,,0.051,3,2,,4648.0,Transit
32503,Kepler-83 d,24.6,2.13,,,,,3,2,,,Transit
32504,Kepler-83 d,,1.88,,569.0,,0.04773,3,2,M0 V,3893.0,Transit
32505,Kepler-83 d,,1.96,28.81,,,,3,2,,3989.0,Transit
32506,Kepler-83 d,,1.95,,,,,3,2,,4082.0,Transit
32507,Kepler-83 d,,1.78,24.57,,,,3,2,,4648.0,Transit
32508,Kepler-83 d,,,,,,,3,2,,4648.0,Transit
32509,Kepler-83 d,,1.81,24.43,567.0,0.0,0.0477,3,2,,3893.0,Transit
32510,Kepler-83 d,,,,,,,3,2,,4648.0,Transit
32511,Kepler-83 d,,1.81,24.43,567.0,0.0,0.0477,3,2,,3893.0,Transit
32512,Kepler-83 d,4.1,,,,,,3,2,,,Transit
32513,Kepler-83 d,,1.81,24.43,567.0,0.0,0.0477,3,2,,3893.0,Transit
32514,Kepler-830 b,,1.57,144.32,884.0,0.0,0.0968,1,1,,6241.0,Transit
32515,Kepler-830 b,,1.57,144.32,884.0,0.0,0.0968,1,1,,6241.0,Transit
32516,Kepler-830 b,,1.74,160.18,907.0,0.0,0.1033,1,1,,6096.0,Transit
32517,Kepler-830 b,,,,,,,1,1,,,Transit
32518,Kepler-830 b,,1.7,,,,,1,1,,6037.0,Transit
32519,Kepler-830 b,,1.82,,910.0,0.0,0.102,1,1,,6283.0,Transit
32520,Kepler-830 b,,1.57,144.32,884.0,0.0,0.0968,1,1,,6241.0,Transit
32521,Kepler-830 b,,,,,,,1,1,,,Transit
32522,Kepler-831 b,,1.443,266.249,,,,1,1,,5688.0,Transit
32523,Kepler-831 b,,,,,,,1,1,,5750.35,Transit
32524,Kepler-831 b,,1.19,217.75,980.0,0.0,0.0585,1,1,,5628.0,Transit
32525,Kepler-831 b,,1.19,217.75,980.0,0.0,0.0585,1,1,,5628.0,Transit
32526,Kepler-831 b,,1.27,,,,,1,1,,5732.0,Transit
32527,Kepler-831 b,,1.304,262.3,,,0.05984,1,1,,5688.0,Transit
32528,Kepler-831 b,,1.15,,981.0,0.0,0.062,1,1,,5870.0,Transit
32529,Kepler-831 b,,1.37,229.04,992.0,0.0,0.0603,1,1,,5637.0,Transit
32530,Kepler-831 b,,,,,,,1,1,,5750.35,Transit
32531,Kepler-831 b,,,,,,,1,1,,5750.35,Transit
32532,Kepler-831 b,,1.19,217.75,980.0,0.0,0.0585,1,1,,5628.0,Transit
32533,Kepler-832 b,,,,,,,1,1,,5705.0,Transit
32534,Kepler-832 b,,,,,,,1,1,,5705.0,Transit
32535,Kepler-832 b,,2.33,205.23,965.0,0.0,0.075,1,1,,6014.0,Transit
32536,Kepler-832 b,,2.24,205.23,965.0,0.0,0.075,1,1,,6014.0,Transit
32537,Kepler-832 b,,2.06,,,,,1,1,,5596.0,Transit
32538,Kepler-832 b,,2.495,256.828,,,,1,1,,6025.0,Transit
32539,Kepler-832 b,,2.33,205.23,965.0,0.0,0.075,1,1,,6014.0,Transit
32540,Kepler-832 b,,2.25,,935.0,0.0,0.073,1,1,,5973.0,Transit
32541,Kepler-832 b,,,,,,,1,1,,5705.0,Transit
32542,Kepler-832 b,,2.33,205.23,965.0,0.0,0.075,1,1,,6014.0,Transit
32543,Kepler-833 b,,,,,,,1,1,,4328.0,Transit
32544,Kepler-833 b,,1.75,5.03,382.0,0.0,0.1139,1,1,,3977.0,Transit
32545,Kepler-833 b,,1.75,5.03,382.0,0.0,0.1139,1,1,,3977.0,Transit
32546,Kepler-833 b,,2.02,,,,,1,1,,4339.0,Transit
32547,Kepler-833 b,,,,,,,1,1,,4328.0,Transit
32548,Kepler-833 b,,1.89,,428.0,0.0,0.117,1,1,,4373.0,Transit
32549,Kepler-833 b,,1.67,5.03,382.0,0.0,0.1139,1,1,,3976.0,Transit
32550,Kepler-833 b,,2.139,8.313,,,,1,1,,3977.0,Transit
32551,Kepler-833 b,,1.75,5.03,382.0,0.0,0.1139,1,1,,3977.0,Transit
32552,Kepler-833 b,,,,,,,1,1,,4328.0,Transit
32553,Kepler-834 b,,1.35,4.82,378.0,0.0,0.0862,1,1,,3750.0,Transit
32554,Kepler-834 b,,2.02,,,,,1,1,,4554.0,Transit
32555,Kepler-834 b,,1.26,4.83,378.0,0.0,0.0862,1,1,,3751.0,Transit
32556,Kepler-834 b,,,,,,,1,1,,4423.0,Transit
32557,Kepler-834 b,,1.35,4.82,378.0,0.0,0.0862,1,1,,3750.0,Transit
32558,Kepler-834 b,,,,,,,1,1,,4423.0,Transit
32559,Kepler-834 b,,1.968,11.845,,,,1,1,,3750.0,Transit
32560,Kepler-834 b,,1.35,4.82,378.0,0.0,0.0862,1,1,,3750.0,Transit
32561,Kepler-834 b,,,,,,,1,1,,4423.0,Transit
32562,Kepler-834 b,,1.86,,492.0,0.0,0.096,1,1,,4518.0,Transit
32563,Kepler-835 b,,,,,,,1,1,,5855.0,Transit
32564,Kepler-835 b,,2.91,167.6,918.0,0.0,0.107,1,1,,6299.0,Transit
32565,Kepler-835 b,,3.32,170.33,921.0,0.0,0.107,1,1,,6311.0,Transit
32566,Kepler-835 b,,,,,,,1,1,,5855.0,Transit
32567,Kepler-835 b,,2.37,,859.0,0.0,0.102,1,1,,6188.0,Transit
32568,Kepler-835 b,,2.91,167.6,918.0,0.0,0.107,1,1,,6299.0,Transit
32569,Kepler-835 b,,2.91,167.6,918.0,0.0,0.107,1,1,,6299.0,Transit
32570,Kepler-835 b,,2.79,,,,,1,1,,5954.0,Transit
32571,Kepler-836 b,,2.68,136.31,871.0,0.0,0.1016,1,1,,6244.0,Transit
32572,Kepler-836 b,,,,,,,1,1,,5871.0,Transit
32573,Kepler-836 b,,2.68,136.31,871.0,0.0,0.1016,1,1,,6244.0,Transit
32574,Kepler-836 b,,2.6,134.97,869.0,0.0,0.1013,1,1,,6244.0,Transit
32575,Kepler-836 b,,2.68,136.31,871.0,0.0,0.1016,1,1,,6244.0,Transit
32576,Kepler-836 b,,2.9,,871.0,0.0,0.103,1,1,,6243.0,Transit
32577,Kepler-836 b,,,,,,,1,1,,5871.0,Transit
32578,Kepler-836 b,,,,,,,1,1,,5871.0,Transit
32579,Kepler-836 b,,2.597,135.797,,,,1,1,,6246.0,Transit
32580,Kepler-836 b,,2.73,,,,,1,1,,5895.0,Transit
32581,Kepler-837 b,,2.94,57.28,701.0,0.0,0.1144,1,1,,5818.0,Transit
32582,Kepler-837 b,,2.71,57.28,702.0,0.0,0.1144,1,1,,5818.0,Transit
32583,Kepler-837 b,,2.71,57.28,702.0,0.0,0.1144,1,1,,5818.0,Transit
32584,Kepler-837 b,,3.8,,755.0,0.0,0.126,1,1,,5918.0,Transit
32585,Kepler-837 b,,2.56,,,,,1,1,,5403.0,Transit
32586,Kepler-837 b,,,,,,,1,1,,5608.0,Transit
32587,Kepler-837 b,,2.71,57.28,702.0,0.0,0.1144,1,1,,5818.0,Transit
32588,Kepler-837 b,,2.9,55.966,,,,1,1,,5815.0,Transit
32589,Kepler-837 b,,,,,,,1,1,,5608.0,Transit
32590,Kepler-837 b,,,,,,,1,1,,5608.0,Transit
32591,Kepler-838 b,,,,,,,1,1,,5773.0,Transit
32592,Kepler-838 b,,2.85,84.8,774.0,0.0,0.1266,1,1,,6178.0,Transit
32593,Kepler-838 b,,2.73,,,,,1,1,,5770.0,Transit
32594,Kepler-838 b,,,,,,,1,1,,5773.0,Transit
32595,Kepler-838 b,,2.326,61.089,,,,1,1,,6189.0,Transit
32596,Kepler-838 b,,,,,,,1,1,,5773.0,Transit
32597,Kepler-838 b,,2.85,84.8,774.0,0.0,0.1266,1,1,,6178.0,Transit
32598,Kepler-838 b,,2.53,,767.0,0.0,0.127,1,1,,6171.0,Transit
32599,Kepler-838 b,,2.77,86.18,777.0,0.0,0.1266,1,1,,6191.0,Transit
32600,Kepler-838 b,,2.85,84.8,774.0,0.0,0.1266,1,1,,6178.0,Transit
32601,Kepler-839 b,,2.51,,598.0,0.0,0.227,1,1,,6210.0,Transit
32602,Kepler-839 b,,3.487,46.303,,,,1,1,,5936.0,Transit
32603,Kepler-839 b,,2.29,33.51,614.0,0.0,0.2281,1,1,,6228.0,Transit
32604,Kepler-839 b,,,,,,,1,1,,5927.07,Transit
32605,Kepler-839 b,,2.966,45.3,,,0.2316,1,1,,5936.0,Transit
32606,Kepler-839 b,,,,,,,1,1,,5927.07,Transit
32607,Kepler-839 b,,,,,,,1,1,,5927.07,Transit
32608,Kepler-839 b,,2.29,33.51,614.0,0.0,0.2281,1,1,,6228.0,Transit
32609,Kepler-839 b,,3.04,36.25,626.0,0.0,0.2341,1,1,,5988.0,Transit
32610,Kepler-839 b,,2.29,33.51,614.0,0.0,0.2281,1,1,,6228.0,Transit
32611,Kepler-839 b,,2.57,,,,,1,1,,6058.0,Transit
32612,Kepler-84 b,,2.86,222.19,985.0,0.0,0.0827,5,1,,6036.0,Transit
32613,Kepler-84 b,,2.75,178.73,932.0,0.0,0.0831,5,1,,6028.0,Transit
32614,Kepler-84 b,,2.2,,937.0,0.0,0.083,5,1,,6013.0,Transit
32615,Kepler-84 b,,,,,,,5,1,,,Transit
32616,Kepler-84 b,,,,,,,5,1,,,Transit
32617,Kepler-84 b,,3.03,,,,,5,1,,6039.0,Transit
32618,Kepler-84 b,,2.75,178.73,932.0,0.0,0.0831,5,1,,6028.0,Transit
32619,Kepler-84 b,,2.23,,,,,5,1,,,Transit
32620,Kepler-84 b,40.0,1.95,,,,,5,1,,,Transit
32621,Kepler-84 b,,2.75,178.73,932.0,0.0,0.0831,5,1,,6028.0,Transit
32622,Kepler-84 b,,,,,,,5,1,,,Transit
32623,Kepler-84 c,,,,,,,5,1,,,Transit
32624,Kepler-84 c,20.2,2.06,,,,,5,1,,,Transit
32625,Kepler-84 c,,2.94,106.21,819.0,0.0,0.1078,5,1,,6028.0,Transit
32626,Kepler-84 c,,,,,,,5,1,,,Transit
32627,Kepler-84 c,,2.94,106.21,819.0,0.0,0.1078,5,1,,6028.0,Transit
32628,Kepler-84 c,,2.36,,,,,5,1,,,Transit
32629,Kepler-84 c,,3.15,132.23,865.0,0.0,0.1072,5,1,,6036.0,Transit
32630,Kepler-84 c,,3.14,,,,,5,1,,6039.0,Transit
32631,Kepler-84 c,,2.4,,821.0,0.0,0.108,5,1,,6013.0,Transit
32632,Kepler-84 c,,2.94,106.21,819.0,0.0,0.1078,5,1,,6028.0,Transit
32633,Kepler-84 d,,,,,,,5,1,,,Transit
32634,Kepler-84 d,,1.3,470.83,1188.0,0.0,0.0512,5,1,,6028.0,Transit
32635,Kepler-84 d,,,,,,,5,1,,,Transit
32636,Kepler-84 d,,1.24,,1195.0,0.0,0.051,5,1,,6013.0,Transit
32637,Kepler-84 d,,1.3,470.83,1188.0,0.0,0.0512,5,1,,6028.0,Transit
32638,Kepler-84 d,,1.3,470.83,1188.0,0.0,0.0512,5,1,,6028.0,Transit
32639,Kepler-84 d,,1.6,584.24,1254.0,0.0,0.051,5,1,,6036.0,Transit
32640,Kepler-84 d,,1.45,,,,,5,1,,6039.0,Transit
32641,Kepler-84 d,,1.38,,,,0.052,5,1,,6031.0,Transit
32642,Kepler-84 e,,,,,,,5,1,,,Transit
32643,Kepler-84 e,,2.6,,,,0.181,5,1,,6031.0,Transit
32644,Kepler-84 e,,,,,,,5,1,,,Transit
32645,Kepler-84 e,,,,,,,5,1,,,Transit
32646,Kepler-84 e,,2.54,,,,,5,1,,6039.0,Transit
32647,Kepler-84 e,,2.3,38.78,636.0,0.0,0.1784,5,1,,6028.0,Transit
32648,Kepler-84 e,,2.3,38.78,636.0,0.0,0.1784,5,1,,6028.0,Transit
32649,Kepler-84 e,,2.3,38.78,636.0,0.0,0.1784,5,1,,6028.0,Transit
32650,Kepler-84 e,,2.56,48.29,672.0,0.0,0.1774,5,1,,6036.0,Transit
32651,Kepler-84 e,,2.4,,638.0,0.0,0.179,5,1,,6013.0,Transit
32652,Kepler-84 f,,2.2,,,,0.25,5,1,,6031.0,Transit
32653,Kepler-84 f,,,,,,,5,1,,,Transit
32654,Kepler-84 f,,2.29,25.3,572.0,0.0,0.2451,5,1,,6036.0,Transit
32655,Kepler-84 f,,2.08,20.31,541.0,0.0,0.2465,5,1,,6028.0,Transit
32656,Kepler-84 f,,2.02,,543.0,0.0,0.247,5,1,,6013.0,Transit
32657,Kepler-84 f,,,,,,,5,1,,,Transit
32658,Kepler-84 f,,2.08,20.31,541.0,0.0,0.2465,5,1,,6028.0,Transit
32659,Kepler-84 f,,2.08,20.31,541.0,0.0,0.2465,5,1,,6028.0,Transit
32660,Kepler-84 f,,,,,,,5,1,,,Transit
32661,Kepler-84 f,,2.3,,,,,5,1,,6039.0,Transit
32662,Kepler-841 b,,5.23,,,,,1,1,,5324.0,Transit
32663,Kepler-841 b,,4.67,2.02,304.0,0.0,0.4494,1,1,,5446.0,Transit
32664,Kepler-841 b,,5.2,,315.0,0.0,0.471,1,1,,5503.0,Transit
32665,Kepler-841 b,,4.67,2.02,304.0,0.0,0.4494,1,1,,5446.0,Transit
32666,Kepler-841 b,,,,,,,1,1,,5177.0,Transit
32667,Kepler-841 b,,,,,,,1,1,,5177.0,Transit
32668,Kepler-841 b,,10.3,7.07,416.0,0.0,0.479,1,1,,5066.0,Transit
32669,Kepler-841 b,,4.67,2.02,304.0,0.0,0.4494,1,1,,5446.0,Transit
32670,Kepler-841 b,,5.049,1.648,,,,1,1,,5023.0,Transit
32671,Kepler-842 b,,1.523,588.95,,,,1,1,,4836.0,Transit
32672,Kepler-842 b,,,,,,,1,1,,4668.0,Transit
32673,Kepler-842 b,,1.6,,,,,1,1,,4848.0,Transit
32674,Kepler-842 b,,1.58,604.11,1264.0,0.0,0.0204,1,1,,4845.0,Transit
32675,Kepler-842 b,,1.58,604.11,1264.0,0.0,0.0204,1,1,,4845.0,Transit
32676,Kepler-842 b,,1.58,604.11,1264.0,0.0,0.0204,1,1,,4845.0,Transit
32677,Kepler-842 b,,,,,,,1,1,,4668.0,Transit
32678,Kepler-842 b,,1.51,578.96,1252.0,0.0,0.0204,1,1,,4838.0,Transit
32679,Kepler-842 b,,1.47,,1194.0,0.0,0.02,1,1,,4797.0,Transit
32680,Kepler-842 b,,,,,,,1,1,,4668.0,Transit
32681,Kepler-843 b,,2.29,854.72,1379.0,0.0,0.0315,1,1,,5868.0,Transit
32682,Kepler-843 b,,2.31,,1359.0,0.0,0.032,1,1,,5853.0,Transit
32683,Kepler-843 b,,2.74,1271.11,1523.0,0.0,0.0313,1,1,,5632.0,Transit
32684,Kepler-843 b,,2.29,854.72,1379.0,0.0,0.0315,1,1,,5868.0,Transit
32685,Kepler-843 b,,,,,,,1,1,,5621.0,Transit
32686,Kepler-843 b,,2.29,854.72,1379.0,0.0,0.0315,1,1,,5868.0,Transit
32687,Kepler-843 b,,2.29,890.333,,,,1,1,,5631.0,Transit
32688,Kepler-843 b,,2.59,,,,,1,1,,5830.0,Transit
32689,Kepler-843 b,,,,,,,1,1,,5621.0,Transit
32690,Kepler-843 b,,,,,,,1,1,,5621.0,Transit
32691,Kepler-844 b,,1.68,,,,,1,1,,4128.0,Transit
32692,Kepler-844 b,,1.51,58.11,704.0,0.0,0.0301,1,1,,3878.0,Transit
32693,Kepler-844 b,,,,,,,1,1,,3965.18,Transit
32694,Kepler-844 b,,1.51,58.11,704.0,0.0,0.0301,1,1,,3878.0,Transit
32695,Kepler-844 b,,1.51,58.11,704.0,0.0,0.0301,1,1,,3878.0,Transit
32696,Kepler-844 b,,1.812,89.652,,,,1,1,,3880.0,Transit
32697,Kepler-844 b,,1.37,,768.0,0.0,0.031,1,1,,4168.0,Transit
32698,Kepler-844 b,,1.5,61.24,713.0,0.0,0.0298,1,1,,3883.0,Transit
32699,Kepler-845 b,,2.1,1104.37,1470.0,0.0,0.017,1,1,,4911.0,Transit
32700,Kepler-845 b,,1.768,772.498,,,,1,1,,4773.0,Transit
32701,Kepler-845 b,,2.1,1104.37,1470.0,0.0,0.017,1,1,,4911.0,Transit
32702,Kepler-845 b,,1.838,787.2,,,0.01668,1,1,,4773.0,Transit
32703,Kepler-845 b,,1.46,,1360.0,0.0,0.017,1,1,,4858.0,Transit
32704,Kepler-845 b,,2.04,,,,,1,1,,4913.0,Transit
32705,Kepler-845 b,,2.1,1104.37,1470.0,0.0,0.017,1,1,,4911.0,Transit
32706,Kepler-845 b,,,,,,,1,1,,4655.78,Transit
32707,Kepler-845 b,,1.79,813.3,1361.0,0.0,0.017,1,1,,4815.0,Transit
32708,Kepler-845 b,,,,,,,1,1,,4655.78,Transit
32709,Kepler-845 b,,,,,,,1,1,,4655.78,Transit
32710,Kepler-846 b,,2.3,36.77,628.0,0.0,0.1406,1,1,,5787.0,Transit
32711,Kepler-846 b,,2.3,36.77,628.0,0.0,0.1406,1,1,,5787.0,Transit
32712,Kepler-846 b,,2.08,35.89,624.0,0.0,0.1399,1,1,,5775.0,Transit
32713,Kepler-846 b,,,,,,,1,1,,5494.0,Transit
32714,Kepler-846 b,,2.2,,629.0,0.0,0.142,1,1,,5781.0,Transit
32715,Kepler-846 b,,,,,,,1,1,,5494.0,Transit
32716,Kepler-846 b,,2.052,35.276,,,,1,1,,5781.0,Transit
32717,Kepler-846 b,,2.48,,,,,1,1,,5579.0,Transit
